processed_dataset_path,raw_dataset_path,raw_rows,raw_cols,processed_rows,processed_cols,metadata_cols,processed_has_native_groups,train_rows,test_rows,ks_p_value,mastitis_rate_train,mastitis_rate_test,best_reg_rmse,best_clf_auc,best_clf_pr_auc,classification_has_signal
/Users/oscar/Documents/GitHub/ml-nutraceuticos-ganado-lechero/data/processed/dataset_vacas_24m_feature_engineering.csv,/Users/oscar/Documents/GitHub/ml-nutraceuticos-ganado-lechero/data/raw/csv/dataset_vacas_24m_v2.csv,73000,35,73000,32,['id_vaca'],False,58400,14600,1.849931633584625e-93,0.04059931506849315,0.0373972602739726,0.7268,0.5059,0.0379,False
